Date,Price,Open,High,Low,Vol.,Change %,,Time,
2021/6/28,"3,025.22","3,024.66","3,026.53","3,017.61",-,0.01%,,2020/10/11,#N/A
2021/6/29,"3,024.44","3,024.03","3,029.15","3,021.82",-,-0.03%,,2020/10/12,2477.92
2021/6/30,"3,017.23","3,024.95","3,025.81","3,013.73",-,-0.24%,,2020/10/13,2464.18
2021/7/1,"3,028.20","3,017.32","3,028.20","3,014.48",-,0.36%,,2020/10/14,2453.61
2021/7/2,"3,046.09","3,027.28","3,050.04","3,027.22",-,0.59%,,2020/10/15,2435.93
2021/7/5,"3,049.84","3,047.59","3,050.47","3,045.38",-,0.12%,,2020/10/16,2440.14
2021/7/6,"3,042.63","3,050.87","3,053.35","3,026.44",-,-0.24%,,2020/10/17,#N/A
2021/7/7,"3,049.66","3,040.26","3,053.36","3,033.78",-,0.23%,,2020/10/18,#N/A
2021/7/8,"3,022.24","3,049.90","3,050.17","3,003.94",-,-0.90%,,2020/10/19,2417.69
2021/7/9,"3,053.12","3,019.89","3,055.26","3,015.49",-,1.02%,,2020/10/20,2422.71
2021/7/12,"3,068.27","3,055.72","3,068.27","3,055.72",-,0.50%,,2020/10/21,2417.83
2021/7/13,"3,059.28","3,068.85","3,070.78","3,055.48",-,-0.29%,,2020/10/22,2421
2021/7/14,"3,058.59","3,055.24","3,070.84","3,053.90",-,-0.02%,,2020/10/23,2430.54
2021/7/15,"3,043.52","3,058.78","3,059.00","3,032.35",-,-0.49%,,2020/10/24,#N/A
2021/7/16,"3,024.65","3,041.70","3,048.85","3,021.73",-,-0.62%,,2020/10/25,#N/A
2021/7/19,"2,975.55","3,022.42","3,022.60","2,962.62",-,-1.62%,,2020/10/26,2390.08
2021/7/20,"3,005.86","2,972.88","3,014.25","2,970.08",-,1.02%,,2020/10/27,2381.65
2021/7/21,"3,036.73","3,009.46","3,038.36","3,007.87",-,1.03%,,2020/10/28,2306.65
2021/7/22,"3,046.60","3,037.94","3,047.33","3,036.56",-,0.33%,,2020/10/29,2318.44
2021/7/23,"3,072.38","3,046.02","3,074.67","3,044.40",-,0.85%,,2020/10/30,2292.93
2021/7/26,"3,080.40","3,075.01","3,080.40","3,071.20",-,0.26%,,2020/10/31,#N/A
2021/7/27,"3,068.87","3,081.26","3,082.45","3,054.54",-,-0.37%,,2020/11/1,#N/A
2021/7/28,"3,069.49","3,067.07","3,078.92","3,062.13",-,0.02%,,2020/11/2,2322.14
2021/7/29,"3,089.82","3,073.87","3,095.57","3,073.68",-,0.66%,,2020/11/3,2369.27
2021/7/30,"3,069.25","3,089.79","3,089.99","3,066.11",-,-0.67%,,2020/11/4,2416.61
2021/8/2,"3,077.11","3,071.08","3,091.26","3,070.87",-,0.26%,,2020/11/5,2466.58
2021/8/3,"3,092.51","3,075.28","3,093.31","3,067.54",-,0.50%,,2020/11/6,2470.05
2021/8/4,"3,085.83","3,093.42","3,096.86","3,083.53",-,-0.22%,,2020/11/7,#N/A
2021/8/5,"3,102.23","3,085.18","3,102.23","3,085.18",-,0.53%,,2020/11/8,#N/A
2021/8/6,"3,098.06","3,101.28","3,104.41","3,094.82",-,-0.13%,,2020/11/9,2502.06
2021/8/9,"3,097.06","3,097.64","3,100.56","3,093.20",-,-0.03%,,2020/11/10,2507.1
2021/8/10,"3,099.49","3,097.11","3,105.24","3,096.56",-,0.08%,,2020/11/11,2528.25
2021/8/11,"3,109.97","3,100.30","3,112.30","3,100.22",-,0.34%,,2020/11/12,2509.24
2021/8/12,"3,115.74","3,110.84","3,115.95","3,103.13",-,0.19%,,2020/11/13,2529.29
2021/8/13,"3,125.12","3,115.97","3,126.19","3,115.38",-,0.30%,,2020/11/14,#N/A
2021/8/16,"3,121.99","3,124.70","3,124.88","3,099.81",-,-0.10%,,2020/11/15,#N/A
2021/8/17,"3,100.12","3,121.79","3,122.06","3,084.90",-,-0.70%,,2020/11/16,2561.5
2021/8/18,"3,078.01","3,099.55","3,103.10","3,077.05",-,-0.71%,,2020/11/17,2558.43
2021/8/19,"3,063.22","3,075.83","3,076.04","3,047.60",-,-0.48%,,2020/11/18,2543.36
2021/8/20,"3,080.02","3,061.97","3,082.38","3,057.18",-,0.55%,,2020/11/19,2546.31
2021/8/23,"3,112.57","3,082.83","3,117.60","3,082.83",-,1.06%,,2020/11/20,2540.02
2021/8/24,"3,122.00","3,114.11","3,124.56","3,114.04",-,0.30%,,2020/11/21,#N/A
2021/8/25,"3,125.83","3,121.47","3,129.74","3,119.57",-,0.12%,,2020/11/22,#N/A
2021/8/26,"3,110.27","3,127.85","3,127.98","3,109.18",-,-0.50%,,2020/11/23,2546.9
2021/8/27,"3,133.67","3,108.80","3,136.85","3,107.25",-,0.75%,,2020/11/24,2587.19
2021/8/30,"3,146.63","3,136.41","3,150.82","3,135.69",-,0.41%,,2020/11/25,2589.67
2021/8/31,"3,141.35","3,145.48","3,151.34","3,139.52",-,-0.17%,,2020/11/26,2590.15
2021/9/1,"3,151.66","3,141.95","3,160.60","3,141.16",-,0.33%,,2020/11/27,2601.45
2021/9/2,"3,161.46","3,150.63","3,164.34","3,149.33",-,0.31%,,2020/11/28,#N/A
2021/9/3,"3,163.99","3,162.12","3,167.17","3,154.95",-,0.08%,,2020/11/29,#N/A
2021/9/6,"3,169.64","3,165.01","3,170.85","3,164.54",-,0.18%,,2020/11/30,2583.14
2021/9/7,"3,158.94","3,171.70","3,174.13","3,155.92",-,-0.34%,,2020/12/1,2609.01
2021/9/8,"3,146.96","3,157.76","3,160.38","3,136.53",-,-0.38%,,2020/12/2,2613.91
2021/9/9,"3,136.04","3,146.63","3,154.99","3,136.04",-,-0.35%,,2020/12/3,2621.28
2021/9/10,"3,122.07","3,136.58","3,154.81","3,120.00",-,-0.45%,,2020/12/4,2639.66
2021/9/13,"3,126.10","3,119.75","3,139.85","3,114.46",-,0.13%,,2020/12/5,#N/A
2021/9/14,"3,116.08","3,126.40","3,138.88","3,111.43",-,-0.32%,,2020/12/6,#N/A
2021/9/15,"3,127.71","3,113.16","3,130.65","3,107.80",-,0.37%,,2020/12/7,2635.88
2021/9/16,"3,122.57","3,128.46","3,129.38","3,108.43",-,-0.16%,,2020/12/8,2642.05
2021/9/17,"3,096.61","3,123.06","3,128.62","3,093.43",-,-0.83%,,2020/12/9,2627.53
2021/9/20,"3,046.20","3,095.74","3,095.74","3,020.61",-,-1.63%,,2020/12/10,2628.58
2021/9/21,"3,049.68","3,044.93","3,070.99","3,041.49",-,0.11%,,2020/12/11,2621.89
2021/9/22,"3,074.35","3,049.14","3,086.18","3,047.18",-,0.81%,,2020/12/12,#N/A
2021/9/23,"3,106.42","3,071.50","3,114.02","3,071.38",-,1.04%,,2020/12/13,#N/A
2021/9/24,"3,103.53","3,106.61","3,109.83","3,093.64",-,-0.09%,,2020/12/14,2619.43
2021/9/27,"3,095.56","3,104.03","3,108.56","3,090.68",-,-0.26%,,2020/12/15,2643.74
2021/9/28,"3,032.70","3,095.52","3,095.57","3,030.01",-,-2.03%,,2020/12/16,2654.79
2021/9/29,"3,028.75","3,032.95","3,044.51","3,025.57",-,-0.13%,,2020/12/17,2674.87
2021/9/30,"3,006.60","3,027.80","3,041.81","3,006.60",-,-0.73%,,2020/12/18,2666.3
2021/10/1,"3,022.83","3,006.75","3,031.64","2,988.36",-,0.54%,,2020/12/19,#N/A
2021/10/4,"2,992.89","3,024.21","3,026.94","2,981.95",-,-0.99%,,2020/12/20,#N/A
2021/10/5,"3,016.19","2,992.24","3,027.41","2,985.50",-,0.78%,,2020/12/21,2644.97
2021/10/6,"3,015.95","3,016.59","3,019.20","2,978.07",-,-0.01%,,2020/12/22,2643.07
2021/10/7,"3,046.57","3,017.59","3,061.25","3,016.75",-,1.02%,,2020/12/23,2651.41
2021/10/8,"3,043.74","3,046.03","3,055.86","3,040.55",-,-0.09%,,2020/12/24,2659.04
2021/10/11,"3,031.57","3,042.60","3,057.69","3,029.57",-,-0.40%,,2020/12/25,2659.27
2021/10/12,"3,024.72","3,030.26","3,035.06","3,020.10",-,-0.23%,,2020/12/26,#N/A
2021/10/13,"3,039.01","3,023.04","3,043.46","3,019.78",-,0.47%,,2020/12/27,#N/A
2021/10/14,"3,084.59","3,040.66","3,085.62","3,040.66",-,1.50%,,2020/12/28,2676.8
2021/10/15,"3,109.47","3,084.71","3,110.37","3,084.37",-,0.81%,,2020/12/29,2682.18
2021/10/18,"3,114.01","3,108.62","3,114.88","3,092.42",-,0.15%,,2020/12/30,2686.06
2021/10/19,"3,136.19","3,115.04","3,136.26","3,114.90",-,0.71%,,2020/12/31,2690.04
2021/10/20,"3,147.70","3,136.61","3,149.94","3,134.68",-,0.37%,,2021/1/1,2690.04
2021/10/21,"3,152.33","3,147.95","3,152.33","3,140.38",-,0.15%,,2021/1/2,#N/A
2021/10/22,"3,151.16","3,150.40","3,161.16","3,140.16",-,-0.04%,,2021/1/3,#N/A
2021/10/25,"3,159.88","3,150.76","3,163.14","3,144.34",-,0.28%,,2021/1/4,2670.04
2021/10/26,"3,167.44","3,159.33","3,180.72","3,159.29",-,0.24%,,2021/1/5,2684.18
2021/10/27,"3,152.05","3,167.14","3,172.17","3,152.00",-,-0.49%,,2021/1/6,2699.51
2021/10/28,"3,179.44","3,152.20","3,179.69","3,148.81",-,0.87%,,2021/1/7,2734.19
2021/10/29,"3,174.73","3,178.94","3,179.36","3,159.24",-,-0.15%,,2021/1/8,2753.31
2021/11/1,"3,190.54","3,175.13","3,191.23","3,174.69",-,0.50%,,2021/1/9,#N/A
2021/11/2,"3,195.67","3,190.79","3,198.45","3,187.44",-,0.16%,,2021/1/10,#N/A
2021/11/3,"3,212.35","3,195.60","3,215.85","3,190.33",-,0.52%,,2021/1/11,2730.05
2021/11/4,"3,224.63","3,215.69","3,227.17","3,214.26",-,0.38%,,2021/1/12,2734.4
2021/11/5,"3,232.26","3,224.63","3,242.90","3,222.15",-,0.24%,,2021/1/13,2739.87
2021/11/8,"3,237.44","3,237.60","3,237.62","3,237.31",-,0.16%,,2021/1/14,2738.09
2021/11/9,"3,227.80","3,237.60","3,241.46","3,220.64",-,-0.30%,,2021/1/15,2714.81
2021/11/10,"3,201.57","3,228.62","3,229.18","3,191.78",-,-0.81%,,2021/1/16,#N/A
2021/11/11,"3,201.99","3,198.58","3,209.24","3,196.29",-,0.01%,,2021/1/17,#N/A
2021/11/12,"3,223.82","3,200.76","3,226.76","3,200.70",-,0.68%,,2021/1/18,2713.49
2021/11/15,"3,226.45","3,224.28","3,233.09","3,220.79",-,0.08%,,2021/1/19,2732.48
2021/11/16,"3,230.01","3,230.04","3,230.04","3,230.01",-,0.11%,,2021/1/20,2761.48
2021/11/17,"3,221.03","3,230.04","3,230.25","3,220.06",-,-0.28%,,2021/1/21,2765.57
2021/11/18,"3,226.37","3,222.27","3,230.34","3,211.01",-,0.17%,,2021/1/22,2755.66
2021/11/19,"3,219.90","3,227.67","3,230.41","3,217.16",-,-0.20%,,2021/1/23,#N/A
2021/11/22,"3,201.49","3,215.98","3,234.43","3,200.07",-,-0.57%,,2021/1/24,#N/A
2021/11/23,"3,196.88","3,200.47","3,206.05","3,177.58",-,-0.14%,,2021/1/25,2756.87
2021/11/24,"3,198.12","3,196.75","3,199.47","3,173.04",-,0.04%,,2021/1/26,2754.12
2021/11/25,"3,202.44","3,198.75","3,203.78","3,198.51",-,0.14%,,2021/1/27,2694.42
2021/11/26,"3,131.98","3,202.08","3,202.55","3,127.03",-,-2.20%,,2021/1/28,2710.6
2021/11/29,"3,155.73","3,130.77","3,164.81","3,125.58",-,0.76%,,2021/1/29,2661.69
2021/11/30,"3,101.80","3,157.49","3,161.01","3,101.80",-,-1.71%,,2021/1/30,#N/A
2021/12/1,"3,087.98","3,106.80","3,159.63","3,084.73",-,-0.45%,,2021/1/31,#N/A
2021/12/2,"3,111.17","3,086.12","3,119.13","3,075.45",-,0.75%,,2021/2/1,2697.88
2021/12/3,"3,086.44","3,110.42","3,129.75","3,067.56",-,-0.79%,,2021/2/2,2731.95
2021/12/6,"3,117.31","3,087.98","3,127.52","3,084.79",-,1.00%,,2021/2/3,2737.93
2021/12/7,"3,184.17","3,118.29","3,188.27","3,118.26",-,2.14%,,2021/2/4,2757.66
2021/12/8,"3,196.39","3,185.52","3,199.79","3,183.18",-,0.38%,,2021/2/5,2773.45
2021/12/9,"3,172.49","3,197.12","3,197.47","3,172.49",-,-0.75%,,2021/2/6,#N/A
2021/12/10,"3,188.26","3,173.00","3,190.54","3,167.21",-,0.50%,,2021/2/7,#N/A
,,,,,,,,2021/2/8,2795.89
,,,,,,,,2021/2/9,2798.55
,,,,,,,,2021/2/10,2800.68
,,,,,,,,2021/2/11,2807.16
,,,,,,,,2021/2/12,2818.85
,,,,,,,,2021/2/13,#N/A
,,,,,,,,2021/2/14,#N/A
,,,,,,,,2021/2/15,2829.67
,,,,,,,,2021/2/16,2828.15
,,,,,,,,2021/2/17,2815.98
,,,,,,,,2021/2/18,2802.92
,,,,,,,,2021/2/19,2806.47
,,,,,,,,2021/2/20,#N/A
,,,,,,,,2021/2/21,#N/A
,,,,,,,,2021/2/22,2788.11
,,,,,,,,2021/2/23,2789.21
,,,,,,,,2021/2/24,2802.4
,,,,,,,,2021/2/25,2760.26
,,,,,,,,2021/2/26,2726.91
,,,,,,,,2021/2/27,#N/A
,,,,,,,,2021/2/28,#N/A
,,,,,,,,2021/3/1,2783.7
,,,,,,,,2021/3/2,2768.25
,,,,,,,,2021/3/3,2741.68
,,,,,,,,2021/3/4,2706.48
,,,,,,,,2021/3/5,2728.56
,,,,,,,,2021/3/6,#N/A
,,,,,,,,2021/3/7,#N/A
,,,,,,,,2021/3/8,2722.64
,,,,,,,,2021/3/9,2761.82
,,,,,,,,2021/3/10,2775.34
,,,,,,,,2021/3/11,2806.07
,,,,,,,,2021/3/12,2807.21
,,,,,,,,2021/3/13,#N/A
,,,,,,,,2021/3/14,#N/A
,,,,,,,,2021/3/15,2821.85
,,,,,,,,2021/3/16,2823.69
,,,,,,,,2021/3/17,2826.79
,,,,,,,,2021/3/18,2802.27
,,,,,,,,2021/3/19,2796.14
,,,,,,,,2021/3/20,#N/A
,,,,,,,,2021/3/21,#N/A
,,,,,,,,2021/3/22,2809.65
,,,,,,,,2021/3/23,2788.01
,,,,,,,,2021/3/24,2767.26
,,,,,,,,2021/3/25,2775.05
,,,,,,,,2021/3/26,2814.86
,,,,,,,,2021/3/27,#N/A
,,,,,,,,2021/3/28,#N/A
,,,,,,,,2021/3/29,2811.53
,,,,,,,,2021/3/30,2805.1
,,,,,,,,2021/3/31,2811.7
,,,,,,,,2021/4/1,2840.19
,,,,,,,,2021/4/2,2841.89
,,,,,,,,2021/4/3,#N/A
,,,,,,,,2021/4/4,#N/A
,,,,,,,,2021/4/5,2872.97
,,,,,,,,2021/4/6,2876.23
,,,,,,,,2021/4/7,2881.15
,,,,,,,,2021/4/8,2895.61
,,,,,,,,2021/4/9,2910.1
,,,,,,,,2021/4/10,#N/A
,,,,,,,,2021/4/11,#N/A
,,,,,,,,2021/4/12,2907.25
,,,,,,,,2021/4/13,2918.19
,,,,,,,,2021/4/14,2913.53
,,,,,,,,2021/4/15,2941.75
,,,,,,,,2021/4/16,2953.35
,,,,,,,,2021/4/17,#N/A
,,,,,,,,2021/4/18,#N/A
,,,,,,,,2021/4/19,2944.05
,,,,,,,,2021/4/20,2915.78
,,,,,,,,2021/4/21,2932.98
,,,,,,,,2021/4/22,2923.91
,,,,,,,,2021/4/23,2946.11
,,,,,,,,2021/4/24,#N/A
,,,,,,,,2021/4/25,#N/A
,,,,,,,,2021/4/26,2956.13
,,,,,,,,2021/4/27,2952.01
,,,,,,,,2021/4/28,2951.88
,,,,,,,,2021/4/29,2963.31
,,,,,,,,2021/4/30,2938.76
,,,,,,,,2021/5/1,#N/A
,,,,,,,,2021/5/2,#N/A
,,,,,,,,2021/5/3,2948.67
,,,,,,,,2021/5/4,2922.5
,,,,,,,,2021/5/5,2932.84
,,,,,,,,2021/5/6,2952.03
,,,,,,,,2021/5/7,2979.41
,,,,,,,,2021/5/8,#N/A
,,,,,,,,2021/5/9,#N/A
,,,,,,,,2021/5/10,2961.57
,,,,,,,,2021/5/11,2928.33
,,,,,,,,2021/5/12,2876.79
,,,,,,,,2021/5/13,2892.48
,,,,,,,,2021/5/14,2938.63
,,,,,,,,2021/5/15,#N/A
,,,,,,,,2021/5/16,#N/A
,,,,,,,,2021/5/17,2934.18
,,,,,,,,2021/5/18,2928.68
,,,,,,,,2021/5/19,2910.94
,,,,,,,,2021/5/20,2942.21
,,,,,,,,2021/5/21,2943.13
,,,,,,,,2021/5/22,#N/A
,,,,,,,,2021/5/23,#N/A
,,,,,,,,2021/5/24,2966.44
,,,,,,,,2021/5/25,2965.51
,,,,,,,,2021/5/26,2969.51
,,,,,,,,2021/5/27,2970.64
,,,,,,,,2021/5/28,2979.3
,,,,,,,,2021/5/29,#N/A
,,,,,,,,2021/5/30,#N/A
,,,,,,,,2021/5/31,2975.7
,,,,,,,,2021/6/1,2982.02
,,,,,,,,2021/6/2,2985.97
,,,,,,,,2021/6/3,2972.87
,,,,,,,,2021/6/4,2997.36
,,,,,,,,2021/6/5,#N/A
,,,,,,,,2021/6/6,#N/A
,,,,,,,,2021/6/7,3000.97
,,,,,,,,2021/6/8,3001.83
,,,,,,,,2021/6/9,2996.64
,,,,,,,,2021/6/10,3007.46
,,,,,,,,2021/6/11,3012.67
,,,,,,,,2021/6/12,#N/A
,,,,,,,,2021/6/13,#N/A
,,,,,,,,2021/6/14,3019.88
,,,,,,,,2021/6/15,3017.27
,,,,,,,,2021/6/16,3008.48
,,,,,,,,2021/6/17,2996.51
,,,,,,,,2021/6/18,2954.19
,,,,,,,,2021/6/19,#N/A
,,,,,,,,2021/6/20,#N/A
,,,,,,,,2021/6/21,2982.11
,,,,,,,,2021/6/22,3001.14
,,,,,,,,2021/6/23,2998
,,,,,,,,2021/6/24,3013.36
,,,,,,,,2021/6/25,3024.94
,,,,,,,,2021/6/26,#N/A
,,,,,,,,2021/6/27,#N/A
,,,,,,,,2021/6/28,3025.22
,,,,,,,,2021/6/29,3024.44
,,,,,,,,2021/6/30,3017.23
,,,,,,,,2021/7/1,3028.2
,,,,,,,,2021/7/2,3046.09
,,,,,,,,2021/7/3,#N/A
,,,,,,,,2021/7/4,#N/A
,,,,,,,,2021/7/5,3049.84
,,,,,,,,2021/7/6,3042.63
,,,,,,,,2021/7/7,3049.66
,,,,,,,,2021/7/8,3022.24
,,,,,,,,2021/7/9,3053.12
,,,,,,,,2021/7/10,#N/A
,,,,,,,,2021/7/11,#N/A
,,,,,,,,2021/7/12,3068.27
,,,,,,,,2021/7/13,3059.28
,,,,,,,,2021/7/14,3058.59
,,,,,,,,2021/7/15,3043.52
,,,,,,,,2021/7/16,3024.65
,,,,,,,,2021/7/17,#N/A
,,,,,,,,2021/7/18,#N/A
,,,,,,,,2021/7/19,2975.55
,,,,,,,,2021/7/20,3005.86
,,,,,,,,2021/7/21,3036.73
,,,,,,,,2021/7/22,3046.6
,,,,,,,,2021/7/23,3072.38
,,,,,,,,2021/7/24,#N/A
,,,,,,,,2021/7/25,#N/A
,,,,,,,,2021/7/26,3080.4
,,,,,,,,2021/7/27,3068.87
,,,,,,,,2021/7/28,3069.49
,,,,,,,,2021/7/29,3089.82
,,,,,,,,2021/7/30,3069.25
,,,,,,,,2021/7/31,#N/A
,,,,,,,,2021/8/1,#N/A
,,,,,,,,2021/8/2,3077.11
,,,,,,,,2021/8/3,3092.51
,,,,,,,,2021/8/4,3085.83
,,,,,,,,2021/8/5,3102.23
,,,,,,,,2021/8/6,3098.06
,,,,,,,,2021/8/7,#N/A
,,,,,,,,2021/8/8,#N/A
,,,,,,,,2021/8/9,3097.06
,,,,,,,,2021/8/10,3099.49
,,,,,,,,2021/8/11,3109.97
,,,,,,,,2021/8/12,3115.74
,,,,,,,,2021/8/13,3125.12
,,,,,,,,2021/8/14,#N/A
,,,,,,,,2021/8/15,#N/A
,,,,,,,,2021/8/16,3121.99
,,,,,,,,2021/8/17,3100.12
,,,,,,,,2021/8/18,3078.01
,,,,,,,,2021/8/19,3063.22
,,,,,,,,2021/8/20,3080.02
,,,,,,,,2021/8/21,#N/A
,,,,,,,,2021/8/22,#N/A
,,,,,,,,2021/8/23,3112.57
,,,,,,,,2021/8/24,3122
,,,,,,,,2021/8/25,3125.83
,,,,,,,,2021/8/26,3110.27
,,,,,,,,2021/8/27,3133.67
,,,,,,,,2021/8/28,#N/A
,,,,,,,,2021/8/29,#N/A
,,,,,,,,2021/8/30,3146.63
,,,,,,,,2021/8/31,3141.35
,,,,,,,,2021/9/1,3151.66
,,,,,,,,2021/9/2,3161.46
,,,,,,,,2021/9/3,3163.99
,,,,,,,,2021/9/4,#N/A
,,,,,,,,2021/9/5,#N/A
,,,,,,,,2021/9/6,3169.64
,,,,,,,,2021/9/7,3158.94
,,,,,,,,2021/9/8,3146.96
,,,,,,,,2021/9/9,3136.04
,,,,,,,,2021/9/10,3122.07
,,,,,,,,2021/9/11,#N/A
,,,,,,,,2021/9/12,#N/A
,,,,,,,,2021/9/13,3126.1
,,,,,,,,2021/9/14,3116.08
,,,,,,,,2021/9/15,3127.71
,,,,,,,,2021/9/16,3122.57
,,,,,,,,2021/9/17,3096.61
,,,,,,,,2021/9/18,#N/A
,,,,,,,,2021/9/19,#N/A
,,,,,,,,2021/9/20,3046.2
,,,,,,,,2021/9/21,3049.68
,,,,,,,,2021/9/22,3074.35
,,,,,,,,2021/9/23,3106.42
,,,,,,,,2021/9/24,3103.53
,,,,,,,,2021/9/25,#N/A
,,,,,,,,2021/9/26,#N/A
,,,,,,,,2021/9/27,3095.56
,,,,,,,,2021/9/28,3032.7
,,,,,,,,2021/9/29,3028.75
,,,,,,,,2021/9/30,3006.6
,,,,,,,,2021/10/1,3022.83
,,,,,,,,2021/10/2,#N/A
,,,,,,,,2021/10/3,#N/A
,,,,,,,,2021/10/4,2992.89
,,,,,,,,2021/10/5,3016.19
,,,,,,,,2021/10/6,3015.95
,,,,,,,,2021/10/7,3046.57
,,,,,,,,2021/10/8,3043.74
,,,,,,,,2021/10/9,#N/A
,,,,,,,,2021/10/10,#N/A
,,,,,,,,2021/10/11,3031.57
,,,,,,,,2021/10/12,3024.72
,,,,,,,,2021/10/13,3039.01
,,,,,,,,2021/10/14,3084.59
,,,,,,,,2021/10/15,3109.47
,,,,,,,,2021/10/16,#N/A
,,,,,,,,2021/10/17,#N/A
,,,,,,,,2021/10/18,3114.01
,,,,,,,,2021/10/19,3136.19
,,,,,,,,2021/10/20,3147.7
,,,,,,,,2021/10/21,3152.33
,,,,,,,,2021/10/22,3151.16
,,,,,,,,2021/10/23,#N/A
,,,,,,,,2021/10/24,#N/A
,,,,,,,,2021/10/25,3159.88
,,,,,,,,2021/10/26,3167.44
,,,,,,,,2021/10/27,3152.05
,,,,,,,,2021/10/28,3179.44
,,,,,,,,2021/10/29,3174.73
,,,,,,,,2021/10/30,#N/A
,,,,,,,,2021/10/31,#N/A
,,,,,,,,2021/11/1,3190.54
,,,,,,,,2021/11/2,3195.67
,,,,,,,,2021/11/3,3212.35
,,,,,,,,2021/11/4,3224.63
,,,,,,,,2021/11/5,3232.26
,,,,,,,,2021/11/6,#N/A
,,,,,,,,2021/11/7,#N/A
,,,,,,,,2021/11/8,3237.44
,,,,,,,,2021/11/9,3227.8
,,,,,,,,2021/11/10,3201.57
,,,,,,,,2021/11/11,3201.99
,,,,,,,,2021/11/12,3223.82
,,,,,,,,2021/11/13,#N/A
,,,,,,,,2021/11/14,#N/A
,,,,,,,,2021/11/15,3226.45
,,,,,,,,2021/11/16,3230.01
,,,,,,,,2021/11/17,3221.03
,,,,,,,,2021/11/18,3226.37
,,,,,,,,2021/11/19,3219.9
,,,,,,,,2021/11/20,#N/A
,,,,,,,,2021/11/21,#N/A
,,,,,,,,2021/11/22,3201.49
,,,,,,,,2021/11/23,3196.88
,,,,,,,,2021/11/24,3198.12
,,,,,,,,2021/11/25,3202.44
,,,,,,,,2021/11/26,3131.98
,,,,,,,,2021/11/27,#N/A
,,,,,,,,2021/11/28,#N/A
,,,,,,,,2021/11/29,3155.73
,,,,,,,,2021/11/30,3101.8
,,,,,,,,2021/12/1,3087.98
,,,,,,,,2021/12/2,3111.17
,,,,,,,,2021/12/3,3086.44
,,,,,,,,2021/12/4,#N/A
,,,,,,,,2021/12/5,#N/A
,,,,,,,,2021/12/6,3117.31
,,,,,,,,2021/12/7,3184.17
,,,,,,,,2021/12/8,3196.39
,,,,,,,,2021/12/9,3172.49
,,,,,,,,2021/12/10,3188.26
,,,,,,,,2021/12/11,#N/A
,,,,,,,,2021/12/12,#N/A